,Name,Rating,Expertise,Number_of_Employees,Type,Age,Location,Highly_Rated_For,Critically_Rated_For
547,HDFC Securities,3.6,Financial Services,1k-5k Employees,Public,23 years old,Mumbai +157 more,Data missing,Data missing
548,CG Power and Industrial Solutions,3.8,Electrical Equipment,1k-5k Employees,Public,86 years old,Mumbai +82 more,Data missing,Data missing
549,Swaraj Tractors,4.3,Automobile,1k-5k Employees,Conglomerate,61 years old,Mumbai +130 more,"Skill Development / Learning, Company Culture, Work Life Balance",Data missing
550,Medi Assist India,3.7,Insurance,5k-10k Employees,Data missing,23 years old,Bangalore +51 more,Data missing,Data missing
551,First American Corporation,3.9,IT Services & Consulting,1k-5k Employees,Forbes Global 2000,134 years old,Santa Ana +11 more,"Job Security, Company Culture, Work Life Balance",Data missing
552,SBI Securities,3.8,Financial Services,5k-10k Employees,Data missing,17 years old,Mumbai +189 more,Data missing,Data missing
553,Bharat Financial Inclusion,4.1,Financial Services,10k-50k Employees,Public,25 years old,Hyderabad +285 more,"Salary & Benefits, Job Security, Company Culture",Data missing
554,UBS,3.9,Financial Services,5k-10k Employees,Forbes Global 2000,8 years old,Zurich +29 more,"Work Life Balance, Job Security, Company Culture",Data missing
555,FactSet,4,Analytics & KPO,5k-10k Employees,Data missing,45 years old,Norwalk +9 more,"Company Culture, Work Life Balance, Job Security",Data missing
556,Aon,3.9,Management Consulting,5k-10k Employees,Forbes Global 2000,83 years old,London +18 more,"Job Security, Company Culture, Work Life Balance",Data missing
557,Max Fashion,4.1,Retail,5k-10k Employees,Data missing,9 years old,Abu Dhabi +130 more,"Skill Development / Learning, Job Security, Company Culture",Data missing
558,Tata Capital,4.1,NBFC,5k-10k Employees,Fortune India 500,16 years old,Mumbai +163 more,"Job Security, Skill Development / Learning, Company Culture",Data missing
559,Saint-Gobain,4,Building Material,10k-50k Employees,Forbes Global 2000,358 years old,Paris +73 more,"Job Security, Company Culture, Skill Development / Learning",Data missing
560,Tata Communications Transformation Services,4.2,Telecom,10k-50k Employees,Data missing,17 years old,Mumbai +73 more,"Job Security, Company Culture, Work Life Balance",Data missing
561,Trent,4.1,Retail,10k-50k Employees,Public,25 years old,Mumbai +105 more,"Job Security, Skill Development / Learning, Company Culture",Data missing
562,TATA Power,3.9,Data missing,10k-50k Employees,Public,112 years old,Mumbai +116 more,"Job Security, Work Life Balance, Company Culture",Data missing
563,Exela Technologies,3.5,IT Services & Consulting,1k-5k Employees,Data missing,12 years old,Irving +16 more,Data missing,Promotions / Appraisal
564,Haier Appliances India,4,Consumer Electronics & Appliances,1k-5k Employees,Conglomerate,19 years old,Qingdao +99 more,"Salary & Benefits, Skill Development / Learning, Work Life Balance",Data missing
565,Aforeserve,3.4,IT Services & Consulting,1k-5k Employees,Data missing,23 years old,Noida +138 more,Data missing,"Promotions / Appraisal, Salary & Benefits"
566,Jindal Saw,3.9,Building Material,5k-10k Employees,Public,39 years old,Delhi/NCR +53 more,Job Security,Data missing
567,Globiva,3.3,BPO,1k-5k Employees,Data missing,6 years old,Gurgaon/Gurugram +15 more,Data missing,Promotions / Appraisal
568,Belrise Industries,3.8,Auto Components,10k-50k Employees,Data missing,27 years old,Aurangabad +36 more,Data missing,Data missing
569,Aadhar Housing Finance,4.1,Financial Services,1k-5k Employees,Data missing,13 years old,Mumbai +235 more,"Job Security, Skill Development / Learning, Salary & Benefits",Data missing
570,Medanta the Medicity,4.1,Healthcare,5k-10k Employees,Data missing,14 years old,Gurgaon +31 more,"Skill Development / Learning, Job Security, Company Culture",Data missing
571,Biocon Biologics,3.8,Biotechnology,1k-5k Employees,Public,45 years old,Bangalore/Bengaluru +29 more,Job Security,Data missing
572,Jet Airways,4.6,Aviation,201-500 Employees,Public,30 years old,Mumbai +45 more,"Skill Development / Learning, Work Satisfaction, Company Culture",Data missing
573,Oracle Cerner,3.8,IT Services & Consulting,5k-10k Employees,Public,44 years old,Kansas +4 more,"Work Life Balance, Job Security, Company Culture",Data missing
574,Dell EMC,4.2,IT Services & Consulting,10k-50k Employees,Data missing,44 years old,Hopkinton +49 more,"Work Life Balance, Company Culture, Job Security",Data missing
575,Morgan Stanley,3.8,Financial Services,10k-50k Employees,Forbes Global 2000,92 years old,New York +16 more,Data missing,Data missing
576,L&T Energy Hydrocarbon,3.8,Oil & Gas,5k-10k Employees,Data missing,14 years old,Mumbai +60 more,"Job Security, Skill Development / Learning",Data missing
577,Hindustan Petroleum,4.1,Oil & Gas,5k-10k Employees,Central,49 years old,Mumbai +188 more,"Salary & Benefits, Job Security, Skill Development / Learning",Data missing
578,Paisabazaar.com,3.6,Internet,1k-5k Employees,Startup,9 years old,Gurgaon/Gurugram +13 more,Data missing,Data missing
579,Photon Interactive,4.1,IT Services & Consulting,1k-5k Employees,Data missing,24 years old,London +9 more,"Skill Development / Learning, Salary & Benefits, Work Satisfaction",Data missing
580,Emami,4,Beauty & Personal Care,1k-5k Employees,Public,49 years old,Kolkata +139 more,"Job Security, Work Life Balance, Company Culture",Data missing
581,Star Union Dai-ichi Life Insurance,3.8,Insurance,1k-5k Employees,Data missing,14 years old,Navi Mumbai +208 more,Data missing,Data missing
582,Bata,3.9,Fashion & Textile,1k-5k Employees,Public,92 years old,Lausanne +111 more,Skill Development / Learning,Data missing
583,Daikin,4.1,Consumer Electronics & Appliances,1k-5k Employees,Fortune India 500,23 years old,Osaka City +81 more,"Job Security, Company Culture, Work Life Balance",Data missing
584,Faurecia,4,Auto Components,1k-5k Employees,Data missing,26 years old,Nanterre +24 more,"Skill Development / Learning, Company Culture, Job Security",Data missing
585,Mercer,3.8,Management Consulting,1k-5k Employees,Data missing,78 years old,New York +16 more,Job Security,Data missing
586,IDC Technologies,3.3,IT Services & Consulting,1k-5k Employees,Data missing,20 years old,Milpitas +54 more,Data missing,"Job Security, Promotions / Appraisal"
587,Hindustan Construction Company,4.2,Engineering & Construction,1k-5k Employees,Public,97 years old,Mumbai +76 more,"Job Security, Company Culture, Skill Development / Learning",Data missing
588,FedEx Express,4.2,Logistics,5k-10k Employees,Forbes Global 2000,52 years old,"	Moon Township +89 more","Company Culture, Skill Development / Learning, Work Life Balance",Data missing
589,Tesco,4,Retail,1k-5k Employees,Forbes Global 2000,104 years old,Hertfordshire +13 more,"Job Security, Work Life Balance, Company Culture",Data missing
590,Narayana Educational Society,3.6,Education & Training,1k-5k Employees,Data missing,38 years old,Hyderabad/Secunderabad +118 more,Data missing,Data missing
591,NIIT,3.6,Education & Training,1k-5k Employees,Public,42 years old,Gurgaon/Gurugram +93 more,Data missing,Promotions / Appraisal
592,KFC,4.2,Hospitality,5k-10k Employees,Data missing,71 years old,Louisville +132 more,"Skill Development / Learning, Job Security, Company Culture",Data missing
593,Marriott International,4.2,Hospitality,10k-50k Employees,Forbes Global 2000,96 years old,Bethesda +68 more,"Skill Development / Learning, Company Culture, Job Security",Data missing
594,Security and Intelligence Services (India),4.1,BPO,1 Lakh+ Employees,Public,38 years old,Delhi/NCR +148 more,"Job Security, Skill Development / Learning, Work Life Balance",Data missing
595,iOPEX Technologies,3.8,IT Services & Consulting,1k-5k Employees,Data missing,14 years old,San Jose +13 more,"Job Security, Skill Development / Learning",Data missing
596,Sony,4.3,Consumer Electronics & Appliances,1k-5k Employees,Public,29 years old,Delhi/NCR +121 more,"Company Culture, Work Life Balance, Job Security",Data missing
597,Trident Group,3.5,Fashion & Textile,10k-50k Employees,Public,33 years old,Ludhiana +42 more,Salary & Benefits,Job Security
598,Dainik Bhaskar Group Of Publication,4,Printing & Publishing,5k-10k Employees,Public,65 years old,Bhopal +111 more,"Company Culture, Skill Development / Learning",Data missing
599,BNP Paribas,3.9,Financial Services,10k-50k Employees,Forbes Global 2000,175 years old,Paris +21 more,"Job Security, Work Life Balance, Company Culture",Data missing
600,Inox Leisure,4.1,Media & Entertainment,1k-5k Employees,Public,24 years old,Mumbai +83 more,"Company Culture, Skill Development / Learning, Job Security",Data missing
601,Haldiram Foods,3.9,FMCG,1k-5k Employees,Data missing,53 years old,Nagpur +105 more,Data missing,Data missing
602,Nuvoco Vistas,4.2,Building Material,1k-5k Employees,Fortune India 500,24 years old,Mumbai +130 more,"Job Security, Skill Development / Learning, Company Culture",Data missing
603,Muthoot Group,3.6,Financial Services,10k-50k Employees,Public,136 years old,Wedel +259 more,Data missing,Data missing
604,SRL Diagnostics,4.1,Healthcare,5k-10k Employees,Data missing,28 years old,Mumbai +115 more,"Skill Development / Learning, Company Culture, Job Security",Data missing
605,Iris Software,4.2,IT Services & Consulting,1k-5k Employees,Data missing,32 years old,Edison +14 more,"Salary & Benefits, Company Culture, Work Life Balance",Data missing
606,Relaxo Footwear,4.2,Fashion & Textile,5k-10k Employees,Public,47 years old,New Delhi +115 more,"Job Security, Company Culture, Work Satisfaction",Data missing
607,Barclays Shared Services,4.1,IT Services & Consulting,5k-10k Employees,Data missing,16 years old,London +12 more,"Job Security, Company Culture, Work Life Balance",Data missing
608,FirstCry,3.7,Retail,1k-5k Employees,Indian Unicorn,13 years old,Pune +133 more,Data missing,Data missing
609,ZF Commercial Vehicle Control Systems,4,Auto Components,Data missing,Data missing,Data missing,Chennai +33 more,"Skill Development / Learning, Company Culture",Data missing
610,L.G.Balakrishnan & Bros,3.7,Auto Components,1k-5k Employees,Public,86 years old,Coimbatore +34 more,Job Security,Data missing
611,Panasonic,4.1,Consumer Electronics & Appliances,10k-50k Employees,Forbes Global 2000,105 years old,Kadoma +111 more,"Work Life Balance, Company Culture, Job Security",Data missing
612,Bajaj Capital,3.9,Financial Services,1k-5k Employees,Public,59 years old,Delhi/NCR +136 more,"Skill Development / Learning, Company Culture, Work Life Balance",Data missing
613,Oracle Financial Services Software,3.8,IT Services & Consulting,10k-50k Employees,Public,33 years old,Mumbai +18 more,"Job Security, Work Life Balance",Data missing
614,Toyota Kirloskar Motor,4.4,Automobile,5k-10k Employees,Fortune India 500,26 years old,Bangalore/Bengaluru +63 more,"Company Culture, Skill Development / Learning, Job Security",Data missing
615,Marico,4.1,FMCG,1k-5k Employees,Public,35 years old,Mumbai +132 more,"Skill Development / Learning, Company Culture, Job Security",Data missing
616,HTC Global Services,3.7,IT Services & Consulting,5k-10k Employees,Data missing,33 years old,Troy +24 more,Data missing,Data missing
617,Fusion BPO Services,3.1,BPO,1k-5k Employees,Data missing,19 years old,Kolkata +40 more,Data missing,"Promotions / Appraisal, Job Security, Salary & Benefits"
618,ISS Facility Services,4.1,Facility Management Services,10k-50k Employees,Data missing,18 years old,Copenhagen +51 more,"Work Life Balance, Job Security, Company Culture",Data missing
619,Nayara Energy,4.3,Oil & Gas,1k-5k Employees,Fortune India 500,34 years old,Mumbai +71 more,"Job Security, Salary & Benefits, Company Culture",Data missing
620,Welspun,3.9,Fashion & Textile,10k-50k Employees,Fortune India 500,38 years old,Mumbai +55 more,Skill Development / Learning,Data missing
621,Pantaloons,4.2,Fashion & Textile,5k-10k Employees,Public,26 years old,Mumbai +140 more,"Job Security, Skill Development / Learning, Company Culture",Data missing
622,Suguna Foods,4,Food Processing,5k-10k Employees,Data missing,39 years old,Coimbatore +145 more,"Skill Development / Learning, Company Culture",Data missing
623,Collabera Technologies,3.6,IT Services & Consulting,501-1k Employees,Data missing,32 years old,Basking Ridge +46 more,Data missing,Data missing
624,Fabindia,3.9,Fashion & Textile,1k-5k Employees,Data missing,65 years old,Delhi/NCR +81 more,"Job Security, Skill Development / Learning, Work Life Balance",Data missing
625,VLCC,3.7,Beauty & Personal Care,1k-5k Employees,Conglomerate,34 years old,Delhi/NCR +98 more,Data missing,Data missing
626,CGI Information Systems And Management Consultants,4.2,Data missing,Data missing,Data missing,Data missing,Bengaluru/Bangalore +9 more,"Job Security, Work Life Balance, Company Culture",Data missing
627,Satin Creditcare Network,4.1,NBFC,5k-10k Employees,Public,33 years old,Gurgaon/Gurugram +214 more,"Company Culture, Work Life Balance, Skill Development / Learning",Data missing
628,HCL Technologies BPO Services,3.5,BPO,1 Lakh+ Employees,Data missing,23 years old,Noida +34 more,Job Security,Data missing
629,TTEC India,3.9,BPO,1k-5k Employees,Public,39 years old,Englewood +16 more,Company Culture,Data missing
630,Hero Motors Company,4,Automobile,201-500 Employees,Data missing,25 years old,New Delhi +183 more,"Company Culture, Skill Development / Learning, Work Life Balance",Data missing
631,Krishna Maruti,4,Auto Components,1k-5k Employees,Data missing,29 years old,Gurgaon/Gurugram +24 more,"Skill Development / Learning, Company Culture, Work Life Balance",Data missing
632,Daimler India Commercial Vehicles,4.1,Automobile,1k-5k Employees,Data missing,137 years old,Chennai +37 more,"Job Security, Work Life Balance, Company Culture",Data missing
633,Altruist Technologies,3.2,BPO,1k-5k Employees,Data missing,18 years old,Chandigarh +28 more,Data missing,"Salary & Benefits, Promotions / Appraisal, Work Satisfaction"
634,Ocwen Financial Solutions,4.1,Financial Services,1k-5k Employees,Data missing,35 years old,West Palm Beach +8 more,"Work Life Balance, Company Culture, Work Satisfaction",Data missing
635,Gland Pharma,3.6,Pharma,1k-5k Employees,Fortune India 500,45 years old,Hyderabad/Secunderabad +25 more,Data missing,Data missing
636,Cushman & Wakefield,4.2,Real Estate,1k-5k Employees,Data missing,26 years old,Chicago +36 more,"Company Culture, Job Security, Skill Development / Learning",Data missing
637,Jindal X,3.6,BPO,1k-5k Employees,Public,25 years old,New Delhi +18 more,Data missing,Data missing
638,Akzo Nobel India,4.1,Chemicals,1k-5k Employees,Public,84 years old,Amsterdam +118 more,"Company Culture, Salary & Benefits, Job Security",Data missing
639,Redcliffe Labs,4.6,Healthcare,1k-5k Employees,Data missing,5 years old,Noida +68 more,"Skill Development / Learning, Salary & Benefits, Work Satisfaction",Data missing
640,Infinite Computer Solutions,3.5,IT Services & Consulting,1k-5k Employees,Public,22 years old,Rockville  +24 more,Data missing,Data missing
641,Majorel,4.5,BPO,201-500 Employees,Data missing,4 years old,"Luxembourg
 +8 more","Company Culture, Work Life Balance, Work Satisfaction",Data missing
